dataset_root,relative_path,size_bytes,size_human,mtime
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9455.0.0,553764,540.79 KiB,2026-07-15T21:58:45
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9456.0.0,553195,540.23 KiB,2026-07-15T21:58:45
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9457.0.0,554588,541.59 KiB,2026-07-15T21:58:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9458.0.0,553463,540.49 KiB,2026-07-15T21:58:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9459.0.0,554096,541.11 KiB,2026-07-15T21:58:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9460.0.0,552704,539.75 KiB,2026-07-15T21:58:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9461.0.0,551843,538.91 KiB,2026-07-15T21:58:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9462.0.0,549867,536.98 KiB,2026-07-15T21:58:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9463.0.0,552413,539.47 KiB,2026-07-15T21:58:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9464.0.0,555028,542.02 KiB,2026-07-15T21:58:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9465.0.0,556359,543.32 KiB,2026-07-15T21:58:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9466.0.0,555956,542.93 KiB,2026-07-15T21:58:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9467.0.0,553986,541.00 KiB,2026-07-15T21:58:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9468.0.0,554753,541.75 KiB,2026-07-15T21:58:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9469.0.0,554700,541.70 KiB,2026-07-15T21:58:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9470.0.0,553346,540.38 KiB,2026-07-15T21:58:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9471.0.0,552375,539.43 KiB,2026-07-15T21:58:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9472.0.0,550503,537.60 KiB,2026-07-15T21:58:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9473.0.0,551655,538.73 KiB,2026-07-15T21:58:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9474.0.0,551817,538.88 KiB,2026-07-15T21:58:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9475.0.0,551105,538.19 KiB,2026-07-15T21:58:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9476.0.0,551973,539.04 KiB,2026-07-15T21:58:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9477.0.0,550166,537.27 KiB,2026-07-15T21:58:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9478.0.0,550515,537.61 KiB,2026-07-15T21:58:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9479.0.0,550925,538.01 KiB,2026-07-15T21:58:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9480.0.0,552043,539.10 KiB,2026-07-15T21:58:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9481.0.0,554350,541.36 KiB,2026-07-15T21:58:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9482.0.0,553999,541.01 KiB,2026-07-15T21:58:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9483.0.0,554071,541.08 KiB,2026-07-15T21:58:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9484.0.0,555080,542.07 KiB,2026-07-15T21:58:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9485.0.0,555603,542.58 KiB,2026-07-15T21:58:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9486.0.0,553874,540.89 KiB,2026-07-15T21:58:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9487.0.0,554329,541.34 KiB,2026-07-15T21:58:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9488.0.0,554360,541.37 KiB,2026-07-15T21:58:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9489.0.0,554186,541.20 KiB,2026-07-15T21:58:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9490.0.0,551976,539.04 KiB,2026-07-15T21:58:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9491.0.0,552225,539.28 KiB,2026-07-15T21:58:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9492.0.0,552457,539.51 KiB,2026-07-15T21:58:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9493.0.0,552683,539.73 KiB,2026-07-15T21:58:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9494.0.0,552580,539.63 KiB,2026-07-15T21:58:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9495.0.0,552137,539.20 KiB,2026-07-15T21:58:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9496.0.0,552471,539.52 KiB,2026-07-15T21:58:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9497.0.0,553758,540.78 KiB,2026-07-15T21:58:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9498.0.0,554362,541.37 KiB,2026-07-15T21:58:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9499.0.0,553765,540.79 KiB,2026-07-15T21:58:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9500.0.0,551541,538.61 KiB,2026-07-15T21:58:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9501.0.0,552212,539.27 KiB,2026-07-15T21:58:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9502.0.0,554031,541.05 KiB,2026-07-15T21:58:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9503.0.0,554771,541.77 KiB,2026-07-15T21:58:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9504.0.0,553304,540.34 KiB,2026-07-15T21:58:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9505.0.0,552199,539.26 KiB,2026-07-15T21:58:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9506.0.0,552113,539.17 KiB,2026-07-15T21:58:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9507.0.0,553633,540.66 KiB,2026-07-15T21:58:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9508.0.0,553560,540.59 KiB,2026-07-15T21:58:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9509.0.0,553835,540.85 KiB,2026-07-15T21:58:53
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9510.0.0,553165,540.20 KiB,2026-07-15T21:58:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9511.0.0,555127,542.12 KiB,2026-07-15T21:58:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9512.0.0,552124,539.18 KiB,2026-07-15T21:58:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9513.0.0,553464,540.49 KiB,2026-07-15T21:58:53
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9514.0.0,553571,540.60 KiB,2026-07-15T21:58:53
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9515.0.0,553703,540.73 KiB,2026-07-15T21:58:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9516.0.0,553898,540.92 KiB,2026-07-15T21:58:53
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9517.0.0,554904,541.90 KiB,2026-07-15T21:58:53
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9518.0.0,555532,542.51 KiB,2026-07-15T21:58:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9519.0.0,555286,542.27 KiB,2026-07-15T21:58:53
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9520.0.0,554282,541.29 KiB,2026-07-15T21:58:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9521.0.0,553678,540.70 KiB,2026-07-15T21:58:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9522.0.0,553727,540.75 KiB,2026-07-15T21:58:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9523.0.0,556541,543.50 KiB,2026-07-15T21:58:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9524.0.0,555579,542.56 KiB,2026-07-15T21:58:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9525.0.0,556810,543.76 KiB,2026-07-15T21:58:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9526.0.0,555912,542.88 KiB,2026-07-15T21:58:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9527.0.0,555414,542.40 KiB,2026-07-15T21:58:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9528.0.0,554114,541.13 KiB,2026-07-15T21:58:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9529.0.0,554400,541.41 KiB,2026-07-15T21:58:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9530.0.0,555825,542.80 KiB,2026-07-15T21:58:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9531.0.0,555730,542.71 KiB,2026-07-15T21:58:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9532.0.0,555948,542.92 KiB,2026-07-15T21:58:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9533.0.0,556523,543.48 KiB,2026-07-15T21:58:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9534.0.0,555136,542.12 KiB,2026-07-15T21:58:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9535.0.0,554728,541.73 KiB,2026-07-15T21:58:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9536.0.0,554720,541.72 KiB,2026-07-15T21:58:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9537.0.0,556244,543.21 KiB,2026-07-15T21:58:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9538.0.0,555587,542.57 KiB,2026-07-15T21:58:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9539.0.0,554587,541.59 KiB,2026-07-15T21:58:56
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9540.0.0,553969,540.99 KiB,2026-07-15T21:58:56
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9541.0.0,553347,540.38 KiB,2026-07-15T21:58:56
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9542.0.0,555457,542.44 KiB,2026-07-15T21:58:56
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9543.0.0,554354,541.36 KiB,2026-07-15T21:58:56
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9544.0.0,556249,543.21 KiB,2026-07-15T21:58:56
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9545.0.0,556447,543.41 KiB,2026-07-15T21:58:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9546.0.0,556533,543.49 KiB,2026-07-15T21:58:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9547.0.0,555569,542.55 KiB,2026-07-15T21:58:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9548.0.0,555078,542.07 KiB,2026-07-15T21:58:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9549.0.0,554310,541.32 KiB,2026-07-15T21:58:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9550.0.0,553854,540.87 KiB,2026-07-15T21:58:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9551.0.0,553795,540.82 KiB,2026-07-15T21:58:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9552.0.0,556942,543.89 KiB,2026-07-15T21:58:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9553.0.0,556413,543.37 KiB,2026-07-15T21:58:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9554.0.0,555776,542.75 KiB,2026-07-15T21:58:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9555.0.0,555377,542.36 KiB,2026-07-15T21:58:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9556.0.0,555943,542.91 KiB,2026-07-15T21:58:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9557.0.0,556231,543.19 KiB,2026-07-15T21:58:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9558.0.0,555414,542.40 KiB,2026-07-15T21:58:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9559.0.0,556337,543.30 KiB,2026-07-15T21:58:59
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9560.0.0,556538,543.49 KiB,2026-07-15T21:58:59
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9561.0.0,556736,543.69 KiB,2026-07-15T21:58:59
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9562.0.0,554613,541.61 KiB,2026-07-15T21:58:59
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9563.0.0,555774,542.75 KiB,2026-07-15T21:58:59
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9564.0.0,554342,541.35 KiB,2026-07-15T21:59:00
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9565.0.0,554372,541.38 KiB,2026-07-15T21:59:00
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9566.0.0,555532,542.51 KiB,2026-07-15T21:59:00
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9567.0.0,555388,542.37 KiB,2026-07-15T21:58:59
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9568.0.0,556724,543.68 KiB,2026-07-15T21:59:00
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9569.0.0,556415,543.37 KiB,2026-07-15T21:59:00
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9570.0.0,555378,542.36 KiB,2026-07-15T21:59:00
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9571.0.0,556281,543.24 KiB,2026-07-15T21:59:00
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9572.0.0,556283,543.25 KiB,2026-07-15T21:59:00
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9573.0.0,555125,542.11 KiB,2026-07-15T21:59:00
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9574.0.0,556796,543.75 KiB,2026-07-15T21:59:01
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9575.0.0,554860,541.86 KiB,2026-07-15T21:59:01
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9576.0.0,556010,542.98 KiB,2026-07-15T21:59:02
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9577.0.0,555690,542.67 KiB,2026-07-15T21:59:01
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9578.0.0,555264,542.25 KiB,2026-07-15T21:59:01
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9579.0.0,555368,542.35 KiB,2026-07-15T21:59:01
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9580.0.0,555214,542.20 KiB,2026-07-15T21:59:02
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9581.0.0,557495,544.43 KiB,2026-07-15T21:59:02
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9582.0.0,555676,542.65 KiB,2026-07-15T21:59:02
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9583.0.0,558292,545.21 KiB,2026-07-15T21:59:02
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9584.0.0,558475,545.39 KiB,2026-07-15T21:59:02
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9585.0.0,556099,543.07 KiB,2026-07-15T21:59:03
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9586.0.0,555474,542.46 KiB,2026-07-15T21:59:03
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9587.0.0,556049,543.02 KiB,2026-07-15T21:59:03
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9588.0.0,556289,543.25 KiB,2026-07-15T21:59:03
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9589.0.0,554899,541.89 KiB,2026-07-15T21:59:03
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9590.0.0,553943,540.96 KiB,2026-07-15T21:59:03
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9591.0.0,554674,541.67 KiB,2026-07-15T21:59:03
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9592.0.0,556876,543.82 KiB,2026-07-15T21:59:03
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9593.0.0,556150,543.12 KiB,2026-07-15T21:59:03
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9594.0.0,554428,541.43 KiB,2026-07-15T21:59:05
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9595.0.0,554606,541.61 KiB,2026-07-15T21:59:04
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9596.0.0,555868,542.84 KiB,2026-07-15T21:59:04
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9597.0.0,556589,543.54 KiB,2026-07-15T21:59:04
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9598.0.0,555884,542.86 KiB,2026-07-15T21:59:04
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9599.0.0,557345,544.28 KiB,2026-07-15T21:59:04
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9600.0.0,555395,542.38 KiB,2026-07-15T21:59:04
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9601.0.0,555424,542.41 KiB,2026-07-15T21:59:04
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9602.0.0,555004,542.00 KiB,2026-07-15T21:59:04
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9603.0.0,556074,543.04 KiB,2026-07-15T21:59:05
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9604.0.0,556932,543.88 KiB,2026-07-15T21:59:05
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9605.0.0,554747,541.75 KiB,2026-07-15T21:59:05
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9606.0.0,554865,541.86 KiB,2026-07-15T21:59:05
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9607.0.0,554485,541.49 KiB,2026-07-15T21:59:06
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9608.0.0,555508,542.49 KiB,2026-07-15T21:59:05
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9609.0.0,554239,541.25 KiB,2026-07-15T21:59:06
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9610.0.0,555048,542.04 KiB,2026-07-15T21:59:05
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9611.0.0,554673,541.67 KiB,2026-07-15T21:59:06
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9612.0.0,555448,542.43 KiB,2026-07-15T21:59:06
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9613.0.0,556718,543.67 KiB,2026-07-15T21:59:06
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9614.0.0,556009,542.98 KiB,2026-07-15T21:59:06
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9615.0.0,555272,542.26 KiB,2026-07-15T21:59:06
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9616.0.0,553508,540.54 KiB,2026-07-15T21:59:06
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9617.0.0,555616,542.59 KiB,2026-07-15T21:59:06
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9618.0.0,556753,543.70 KiB,2026-07-15T21:59:07
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9619.0.0,557202,544.14 KiB,2026-07-15T21:59:07
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9620.0.0,556015,542.98 KiB,2026-07-15T21:59:07
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9621.0.0,555925,542.90 KiB,2026-07-15T21:59:07
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9622.0.0,555339,542.32 KiB,2026-07-15T21:59:07
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9623.0.0,555489,542.47 KiB,2026-07-15T21:59:07
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9624.0.0,555921,542.89 KiB,2026-07-15T21:59:08
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9625.0.0,555054,542.04 KiB,2026-07-15T21:59:07
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/mean_sea_level_pressure/9626.0.0,555214,542.20 KiB,2026-07-15T21:59:08
